id,name,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,coordinate
15041606,Rental unit in London · 1 bedroom · 1 bed · Half-bath,75021634,Em,,Tower Hamlets,Private room,41,1,0,,,1,0,0,,"51.51156,-0.06364"
15014489,Rental unit in Surbiton  · ★4.26 · 2 bedrooms · 2 beds · 1.5 baths,94760807,David,,Kingston upon Thames,Entire home/apt,76,5,27,9/4/2023,0.32,1,54,1,,"51.38943,-0.29795"
15041757,Home in London · ★4.63 · 1 bedroom · 1 bed · 1.5 baths,95030239,Jemima,,Newham,Private room,70,1,8,7/7/2023,0.1,1,365,2,,"51.50001,0.07128"
15045508,Home in London · 1 bedroom · 1 bed · 1.5 baths,35156857,Michelle,,Tower Hamlets,Private room,34,4,1,9/25/2016,0.01,1,0,0,,"51.52728,-0.06091"
15014850,Rental unit in London · 1 bedroom · 1 bed · 1 bath,21818743,Xenia,,Barnet,Entire home/apt,57,2,1,7/13/2017,0.01,1,0,0,,"51.61475,-0.16927"
15047083,Rental unit in London · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,55051504,Sarah,,Brent,Private room,23,60,190,7/21/2019,2.26,3,0,0,,"51.53324,-0.21401"
15014996,Serviced apartment in London · ★4.69 · Studio · 2 beds · 1 bath,44161235,Andrew,,Tower Hamlets,Entire home/apt,96,4,16,9/2/2023,0.25,9,131,5,,"51.51278,-0.07276"
15047160,Home in London · ★4.46 · 3 bedrooms · 4 beds · 2.5 baths,53308425,Claire,,Westminster,Entire home/apt,300,5,13,2/24/2020,0.15,13,0,0,,"51.51674,-0.15336"
15016203,Rental unit in London · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,28701003,Eylem,,Haringey,Private room,44,1,10,6/7/2019,0.12,2,0,0,,"51.58574,-0.09142"
15049077,Home in London · ★4.49 · 2 bedrooms · 3 beds · 1 bath,25847935,Richard,,Islington,Entire home/apt,67,2,102,8/10/2023,1.21,1,286,18,,"51.55541,-0.12989"
15017090,Rental unit in London · ★5.0 · 1 bedroom · 1 bed · 1 bath,94513599,Wyndham,,Wandsworth,Entire home/apt,100,1,3,3/18/2017,0.04,1,0,0,,"51.46343,-0.176"
15019428,Rental unit in London · 1 bedroom · 1 bed · 1 bath,92668999,Laetitia,,Tower Hamlets,Private room,25,1,2,5/13/2018,0.02,1,0,0,,"51.52497,-0.03129"
15049161,Rental unit in London · ★4.95 · 2 bedrooms · 2 beds · 1.5 baths,58672229,Matthew,,Westminster,Entire home/apt,498,5,21,7/13/2023,0.26,5,279,12,,"51.51138,-0.12368"
15020763,Home in London · 1 bedroom · 1 bed · 1 bath,94810122,Hitesh,,Islington,Private room,150,1,0,,,1,0,0,,"51.54827,-0.11847"
15049176,Rental unit in London · ★4.41 · 1 bedroom · 3 beds · 1 bath,83740964,Ali,,Westminster,Entire home/apt,119,30,84,9/27/2022,1,123,0,1,,"51.51272,-0.18633"
15049433,Rental unit in London · ★4.51 · 1 bedroom · 2 beds · 1 bath,83740964,Ali,,Westminster,Entire home/apt,149,4,73,7/3/2022,0.89,123,208,0,,"51.51402,-0.18704"
15022500,Rental unit in London · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,62836673,Chris,,Southwark,Private room,40,2,30,3/13/2020,0.38,1,0,0,,"51.47816,-0.06608"
15049963,Rental unit in London · ★4.54 · 2 bedrooms · 4 beds · 2 baths,83740964,Ali,,Westminster,Entire home/apt,199,4,69,9/14/2022,0.85,123,0,2,,"51.51402,-0.1866"
15022876,Rental unit in London · 2 bedrooms · 2 beds · 2 baths,60064095,Charlotte,,Islington,Entire home/apt,80,3,0,,,1,0,0,,"51.54039,-0.10196"
15052297,Rental unit in London · ★4.71 · 1 bedroom · 1 bed · 1 shared bath,95133206,Alex,,Southwark,Private room,40,1,7,10/7/2018,0.08,1,0,0,,"51.48673,-0.07034"
15023221,Rental unit in London · 1 bedroom · 1 bed · 1 bath,2289632,Myriam,,Hackney,Entire home/apt,65,2,1,9/20/2016,0.01,1,0,0,,"51.55861,-0.07591"
15057494,Home in London · ★4.57 · 1 bedroom · 1 bed · 2 baths,25299460,Manuel,,Tower Hamlets,Private room,54,2,7,5/30/2017,0.08,1,0,0,,"51.52629,-0.07404"
15023299,Rental unit in London · 2 bedrooms · 2 beds · 2 baths,58687144,Augustin,,Ealing,Entire home/apt,129,2,0,,,1,0,0,,"51.50047,-0.26442"
15061293,Rental unit in London · ★4.77 · 2 bedrooms · 2 beds · 2 baths,19583485,Lisa,,Islington,Entire home/apt,233,3,311,8/27/2023,3.66,24,134,63,,"51.52813,-0.1154"
15024405,Rental unit in London · 1 bedroom · 1 bed · 1 bath,2827684,Matteo,,Lambeth,Entire home/apt,70,10,2,4/1/2017,0.02,1,0,0,,"51.45735,-0.12318"
15024673,Rental unit in London · ★4.39 · 1 bedroom · 2 beds · 1 bath,94679515,Helen,,Southwark,Entire home/apt,150,6,206,8/17/2023,2.44,21,299,22,,"51.5015,-0.09046"
15061885,Home in London · 2 bedrooms · 2 beds · 1 shared bath,95232163,Stephen,,Barnet,Private room,60,1,0,,,1,0,0,,"51.59851,-0.23369"
15063109,Rental unit in London · 1 bedroom · 1 bed · 1 shared bath,1674188,Britannia,,Westminster,Private room,55,28,2,4/29/2018,0.02,24,0,0,,"51.51549,-0.13251"
15029662,Home in London · ★4.29 · 2 bedrooms · 2 beds · 2 baths,94906843,Joss,,Barnet,Entire home/apt,141,4,7,11/3/2019,0.11,1,158,0,,"51.5944,-0.17295"
15063660,Rental unit in London · ★4.38 · Studio · 1 bed · 1 shared bath,95248339,Katrina,,Tower Hamlets,Private room,50,1,13,12/4/2022,0.16,2,363,3,,"51.49555,-0.02048"
15029777,Townhouse in Greater London · ★5.0 · 4 bedrooms · 4 beds · 2 baths,21006857,Warren,,Lambeth,Entire home/apt,331,3,11,9/7/2022,0.13,1,36,1,,"51.45714,-0.10942"
15069054,Rental unit in London · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,62106164,Natasha,,Haringey,Private room,37,1,14,9/12/2021,0.17,1,105,0,,"51.57539,-0.08369"
15030394,Rental unit in London · ★4.63 · 1 bedroom · 2 beds · 2 shared baths,69479387,Marina,,Tower Hamlets,Private room,62,2,293,8/29/2023,3.47,20,138,52,,"51.53046,-0.05552"
15069109,Rental unit in London · ★4.52 · 1 bedroom · 1 bed · 1 bath,95300876,Chris,,Westminster,Entire home/apt,90,1,43,7/15/2018,0.51,1,0,0,,"51.51092,-0.19179"
15070093,Rental unit in Sutton · ★4.87 · 1 bedroom · 1 bed · 1 bath,41678409,Ola,,Sutton,Entire home/apt,58,1,15,6/11/2017,0.18,1,0,0,,"51.35978,-0.18697"
15070219,Rental unit in London · ★4.48 · 1 bedroom · 1 bed · 1 bath,53265416,Tanya,,Camden,Entire home/apt,55,3,22,10/11/2020,0.26,1,0,0,,"51.55304,-0.20139"
15031201,Rental unit in London · ★5.0 · 1 bedroom · 1 bed · 1 bath,16451528,Alexander,,Westminster,Entire home/apt,125,5,3,7/14/2017,0.04,1,0,0,,"51.52076,-0.18568"
15070465,Place to stay in London · ★4.70 · 1 bedroom · 1 bed · 1.5 baths,95314668,Thet,,Islington,Entire home/apt,109,3,23,7/21/2023,0.28,1,85,7,,"51.5661468505859,-0.125406995415687"
15032866,Rental unit in London · ★4.84 · 1 bedroom · 1 bed · 1 bath,2111412,James,,Camden,Entire home/apt,185,3,83,8/3/2023,0.98,1,94,10,,"51.515049,-0.126483"
15032979,Rental unit in London · 1 bedroom · 2 beds · 1 bath,15882265,Neil,,Hammersmith and Fulham,Entire home/apt,85,3,1,9/24/2016,0.01,1,0,0,,"51.49568,-0.23446"
15070741,Rental unit in London · ★4.33 · 1 bedroom · 1 bed · 1 bath,56374442,Christian,,Wandsworth,Entire home/apt,70,3,4,10/15/2016,0.05,2,0,0,,"51.47382,-0.14803"
15071203,Rental unit in London · 1 bedroom · 2 beds · 1 bath,47992934,Hamza,,Kensington and Chelsea,Entire home/apt,110,90,1,9/23/2016,0.01,1,364,0,,"51.4815,-0.18168"
15035424,Rental unit in London · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,45450741,Aneka,,Barnet,Private room,56,3,4,7/16/2023,1.5,1,323,4,,"51.5730878603107,-0.186340940060058"
15036099,Home in London · 1 bedroom · 1 bed · 1 bath,39543072,Hannah,,Hackney,Private room,35,7,0,,,1,0,0,,"51.54758,-0.03692"
15072178,Home in Enfield · ★4.74 · 1 bedroom · 2 beds · 1 shared bath,55034668,Christie,,Enfield,Private room,30,5,159,8/14/2023,1.89,4,64,39,,"51.6189,-0.08205"
15036127,Rental unit in London · ★4.80 · 1 bedroom · 1 bed · 1 bath,17886668,Harpal,,Hammersmith and Fulham,Entire home/apt,109,2,5,5/17/2017,0.06,1,0,0,,"51.47537,-0.18372"
15036715,Rental unit in London · 1 bedroom · 1 bed · 1 bath,42748081,Piers,,Wandsworth,Private room,500,3,0,,,2,0,0,,"51.42353,-0.15845"
15074875,Rental unit in London · 2 bedrooms · 2 beds · 1.5 baths,9889327,Tiffany,,Camden,Entire home/apt,86,3,1,10/28/2016,0.01,1,0,0,,"51.54653,-0.18489"
15037419,Rental unit in London · ★4.97 · 1 bedroom · 1 bed · 1 private bath,244316,Alicia,,Hackney,Private room,175,5,29,7/6/2023,0.36,1,168,7,,"51.5391,-0.07682"
15077547,Rental unit in London · ★4.10 · 2 bedrooms · 2 beds · 2 baths,94925222,Cako,,Westminster,Entire home/apt,350,14,20,1/4/2020,0.24,3,88,0,,"51.51266,-0.15192"
15039854,Rental unit in London · 3 bedrooms · 3 beds · 2 baths,22961290,Vangelis,,Wandsworth,Entire home/apt,153,5,1,7/15/2018,0.02,1,0,0,,"51.44305,-0.19471"
15077841,Rental unit in London · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,14690500,Tim,,Wandsworth,Private room,55,5,53,8/28/2023,0.63,1,210,7,,"51.45635,-0.17432"
15168139,Rental unit in London · ★4.87 · 2 bedrooms · 2 beds · 2 baths,29164037,Ali,,Westminster,Entire home/apt,385,3,53,8/3/2023,0.65,1,132,12,,"51.51082,-0.18623"
15077925,Rental unit in London · ★3.0 · 1 bedroom · 1 bed · 1 bath,25493098,Jordan,,Barnet,Entire home/apt,80,30,3,7/3/2018,0.04,1,179,0,,"51.58266,-0.2272"
15171787,Rental unit in Kingston upon Thames · ★4.51 · 1 bedroom · 3 beds · 1 bath,81142852,Lucia,,Kingston upon Thames,Entire home/apt,120,2,35,8/2/2021,0.42,1,1,0,,"51.42025,-0.28945"
15079211,Home in London · ★4.50 · 1 bedroom · 2 beds · 1 bath,70494535,Jazz,,Ealing,Private room,40,1,100,2/3/2020,1.19,3,249,0,,"51.49741,-0.31507"
15171926,Rental unit in London · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,16790611,Nitin,,Tower Hamlets,Private room,66,1,54,8/20/2023,0.66,1,88,12,,"51.53073,-0.02712"
15081245,Rental unit in London · ★4.64 · 1 bedroom · 1 bed · 1 bath,216187763,Leman Locke,,Tower Hamlets,Entire home/apt,329,1,22,1/19/2023,0.3,7,249,4,,"51.51422,-0.07069"
15172428,Condo in London · ★4.82 · 1 bedroom · 2 beds · 1 bath,1428490,Henry,,Lambeth,Entire home/apt,108,7,39,8/30/2023,0.46,1,262,29,,"51.4755,-0.11615"
15172550,Rental unit in London · ★4.79 · 3 bedrooms · 4 beds · 2 baths,43570206,Carlotta,,Merton,Entire home/apt,323,1,19,8/15/2023,0.3,1,300,5,,"51.42035,-0.22039"
15172609,Rental unit in New Malden · ★4.95 · 1 bedroom · 1 bed · 1 bath,82868127,David,,Kingston upon Thames,Entire home/apt,88,3,56,8/17/2023,0.66,1,111,8,,"51.40566,-0.26245"
15082352,Rental unit in London · 1 bedroom · 1 bed · 1 bath,69751838,Craig,,Hackney,Private room,45,2,0,,,1,0,0,,"51.55471,-0.07164"
15172831,Rental unit in London · 4 bedrooms · 1 bed · 3.5 baths,89538000,M,,Camden,Private room,90,90,0,,,1,365,0,,"51.5462,-0.19018"
15172997,Rental unit in London · ★4.57 · 1 bedroom · 2 beds · 1 bath,27833171,Akar,,Islington,Entire home/apt,111,3,16,4/19/2017,0.19,2,0,0,,"51.55723,-0.13834"
15082576,Rental unit in London · ★5.0 · 1 bedroom · 1 bed · 1 bath,64082987,Amram,,Camden,Private room,50,1,3,9/29/2016,0.04,1,0,0,,"51.54331,-0.13055"
15082991,Rental unit in Hampton · 2 bedrooms · 2 beds · 1 bath,22491000,Dr.Joachim,,Richmond upon Thames,Entire home/apt,35,1,1,12/21/2017,0.01,1,0,0,,"51.4257,-0.36304"
15084495,Rental unit in London · ★4.82 · 2 bedrooms · 2 beds · 2 baths,14124789,Ellen,,Brent,Entire home/apt,174,28,77,8/20/2023,0.93,8,280,13,,"51.53921,-0.20951"
15173034,Home in London · 1 bedroom · 1 bed · 1 bath,96295577,Sara,,Haringey,Private room,25,2,0,,,1,0,0,,"51.58556,-0.0974"
15084784,Home in London · 2 bedrooms · 2 beds · 1 bath,11993730,Jade,,Lewisham,Entire home/apt,102,28,2,11/29/2021,0.02,1,1,0,,"51.44336,-0.00656"
15086003,Rental unit in London · ★4.72 · 2 bedrooms · 3 beds · 1 bath,56853244,Ben,,Hammersmith and Fulham,Entire home/apt,95,1,19,8/29/2017,0.23,1,0,0,,"51.48713,-0.20333"
15090139,Rental unit in London · ★4.73 · 2 bedrooms · 2 beds · 1 bath,2198664,Zander,,Hackney,Entire home/apt,230,5,12,1/7/2023,0.14,1,89,2,,"51.55227,-0.04173"
15173656,Rental unit in Erith · ★4.73 · 1 bedroom · 1 bed · 1 bath,5442314,Carina,,Bexley,Private room,19,1,11,11/25/2019,0.13,1,206,0,,"51.48499,0.17372"
15174400,Rental unit in London · ★4.40 · 1 bedroom · 2 beds · 1 shared bath,24292792,Simon,,Hackney,Private room,30,3,5,8/28/2017,0.06,1,0,0,,"51.53035,-0.08033"
15090942,Home in London · ★5.0 · 1 bedroom · 4 beds · 3 baths,20103944,Max,,Westminster,Private room,29,3,3,7/2/2017,0.04,1,0,0,,"51.52014,-0.18546"
15175779,Home in London · 1 bedroom · 1 bed · 1 bath,44199702,James,,Lambeth,Private room,64,1,0,,,1,0,0,,"51.41502,-0.12888"
15091111,Home in London · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,94822424,Paul And Anick,,Croydon,Private room,23,14,29,7/7/2023,0.34,3,319,5,,"51.4069,-0.08513"
15091939,Home in London · 1 bedroom · 2 beds · 1 bath,95462091,Ingrida,,Lambeth,Entire home/apt,250,14,1,2/18/2017,0.01,1,365,0,,"51.4922,-0.11508"
15176097,Rental unit in London · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,49500684,Sarah,,Lambeth,Private room,29,3,5,4/15/2018,0.07,1,0,0,,"51.48099,-0.11459"
15094170,Home in London · 1 bedroom · 3 beds · 2 baths,95552663,Kathleen,,Lambeth,Private room,320,4,0,,,1,365,0,,"51.43418,-0.09069"
15095355,Townhouse in London · ★4.87 · 1 bedroom · 1 bed · 2.5 shared baths,14603703,Tongtong,,Islington,Private room,43,3,100,8/12/2023,1.19,2,220,21,,"51.55339,-0.11415"
15097990,Rental unit in London · ★4.50 · 1 bedroom · 1 bed · 1 bath,18203580,Jely,,Haringey,Entire home/apt,82,28,7,6/25/2021,0.14,3,72,0,,"51.56654,-0.10684"
15176099,Home in London · 1 bedroom · 1 bed · 1 bath,96318948,Guido,,Haringey,Private room,22,18,1,10/4/2016,0.01,1,0,0,,"51.58016,-0.09406"
15176581,Condo in London · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,17644553,Matt,,Southwark,Shared room,45,2,107,2/1/2020,1.29,3,0,0,,"51.50198,-0.08935"
15098344,Rental unit in London · ★4.29 · 1 bedroom · 1 bed · 1 bath,46235235,Mark,,Lambeth,Private room,48,2,7,1/2/2017,0.08,1,0,0,,"51.46406,-0.09735"
15184802,Home in London · ★4.67 · 1 bedroom · 1 bed · 1.5 shared baths,14588899,Alex,,Brent,Private room,81,5,10,12/9/2022,0.13,3,0,5,,"51.53526,-0.24553"
15104499,Rental unit in London · ★4.50 · 1 bedroom · 1 bed · 1 bath,25499416,Ditte,,Hackney,Entire home/apt,70,7,4,9/1/2023,0.05,1,0,1,,"51.53734,-0.04703"
15186715,Home in London · ★4.98 · 4 bedrooms · 4 beds · 1 bath,14755745,Simon,,Brent,Entire home/apt,404,2,44,5/21/2023,0.53,1,300,3,,"51.55524,-0.24329"
15186979,Townhouse in London · ★4.75 · 1 bedroom · 1 bed · 1 private bath,96409738,Amber,,Westminster,Private room,280,1,12,7/9/2023,0.26,3,270,9,,"51.50039,-0.15719"
15105269,Rental unit in London · ★4.58 · 1 bedroom · 1 bed · 1.5 baths,63937966,Dimitrios,,Kensington and Chelsea,Private room,39,2,20,2/19/2017,0.24,1,0,0,,"51.50955,-0.19583"
15187800,Home in London · ★4.86 · 1 bedroom · 1 bed · 1 private bath,96416240,Michaela,,Haringey,Private room,55,2,7,12/4/2021,0.1,1,32,0,,"51.59089,-0.10932"
15106672,Condo in Greater London · 2 bedrooms · 2 beds · 1 bath,1011078,Jonas,,Hammersmith and Fulham,Entire home/apt,200,7,0,,,1,0,0,,"51.4899802420037,-0.205997675657272"
15106846,Rental unit in London · ★4.60 · 1 bedroom · 1 bed · 1 shared bath,33361841,Adrian,,Tower Hamlets,Private room,29,3,5,5/28/2019,0.08,1,0,0,,"51.52694,-0.06826"
15189970,Rental unit in London · ★4.82 · 1 bedroom · 1 bed · 1.5 baths,81607211,Yasmina,,Westminster,Private room,100,3,12,12/1/2019,0.24,1,0,0,,"51.52359,-0.16594"
15193487,Rental unit in London · 1 bedroom · 1 bed · 1 bath,56471141,Claudio,,Southwark,Entire home/apt,27,2,2,5/16/2017,0.02,4,0,0,,"51.48978,-0.07024"
15108344,Home in London · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,95697599,Muk,,Newham,Private room,39,2,121,8/27/2023,1.45,1,0,17,,"51.50325,0.05273"
15193488,"Rental unit in London, England, GB · ★4.30 · 1 bedroom · 1 bed · 1 bath",56471141,Claudio,,Southwark,Entire home/apt,40,2,11,6/15/2017,0.13,4,0,0,,"51.48956,-0.06901"
15109363,Townhouse in London · ★4.85 · 1 bedroom · 1 bed · 1 private bath,3112328,Penny,,Wandsworth,Private room,33,2,72,3/13/2020,0.86,1,0,0,,"51.47699,-0.17399"
15197614,Rental unit in London · 1 bedroom · 1 bed · 1 bath,61408776,Siti,,Camden,Private room,59,3,0,,,1,0,0,,"51.52237,-0.13975"
15109570,Rental unit in London · ★4.14 · 1 bedroom · 1 bed · 1 bath,56471141,Claudio,,Southwark,Private room,35,1,16,11/27/2016,0.19,4,0,0,,"51.49073,-0.07011"
15198312,Home in London · 3 bedrooms · 5 beds · 3.5 baths,50058990,Olivier,,Camden,Entire home/apt,125,5,1,7/18/2017,0.01,1,0,0,,"51.55803,-0.14117"
15110320,Rental unit in Greater London · 1 bedroom · 1 bed · 1 bath,95702918,Kunal,,Camden,Entire home/apt,300,1,0,,,1,90,0,,"51.5472,-0.1433"
15198490,Rental unit in London · 1 bedroom · 1 bed · 2 shared baths,83572584,Rodrigo,,Wandsworth,Private room,24,4,2,1/18/2017,0.02,2,0,0,,"51.4459,-0.23852"
15110370,Home in London · ★5.0 · 4 bedrooms · 5 beds · 1.5 baths,21036778,Gill,,Haringey,Entire home/apt,115,5,4,12/31/2018,0.05,1,0,0,,"51.58031,-0.10313"
15198541,Home in London · 2 bedrooms · 2 beds · 2.5 baths,45231072,Jeroen,,Islington,Entire home/apt,300,3,0,,,1,0,0,,"51.56774,-0.1201"
15114087,Rental unit in London · ★4.92 · 2 bedrooms · 2 beds · 1.5 baths,5122923,Rachael,,Islington,Entire home/apt,136,3,14,12/4/2018,0.17,1,0,0,,"51.54711,-0.10611"
15115742,Condo in Greater London · ★4.43 · 1 bedroom · 1 bed · 1 private bath,23602242,Alfred,,Wandsworth,Private room,100,1,131,7/10/2023,1.56,1,339,21,,"51.48191,-0.12906"
15199081,Home in South Croydon · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,96518484,Caroline,,Croydon,Private room,52,1,73,8/18/2023,0.87,2,171,9,,"51.3443,-0.07743"
15201990,Condo in Greater London · ★5.0 · 2 bedrooms · 2 beds · 2 baths,14790908,Carol,,Kingston upon Thames,Entire home/apt,146,5,8,5/26/2023,0.77,1,6,8,,"51.39907,-0.30221"
15119201,Rental unit in London · ★4.79 · 2 bedrooms · 2 beds · 1 bath,95816311,Rachel,,Lambeth,Entire home/apt,125,3,33,4/19/2019,0.39,1,0,0,,"51.46115,-0.12236"
15207135,Rental unit in London · 2 bedrooms · 2 beds · 1 bath,12349334,Raymond,,Westminster,Entire home/apt,60,7,1,4/16/2017,0.01,1,0,0,,"51.51795,-0.14317"
15119794,Condo in London · ★4.96 · Studio · 1 bed · 1 bath,2797425,David,,Southwark,Entire home/apt,165,21,58,2/11/2023,0.69,2,0,1,,"51.5053,-0.09261"
15120781,Rental unit in London · ★4.79 · 2 bedrooms · 1 bed · 1 bath,49849520,Nicola,,Wandsworth,Entire home/apt,95,2,49,3/19/2018,0.58,1,0,0,,"51.46278,-0.22196"
15122034,Townhouse in London · ★4.77 · 5 bedrooms · 4 beds · 2 baths,66043198,Alice,,Brent,Entire home/apt,50,4,13,1/4/2019,0.16,1,0,0,,"51.52951,-0.19769"
15209112,Home in Greater London · 3 bedrooms · 3 beds · 2 shared baths,49934769,Karthik,,Wandsworth,Private room,150,1,0,,,1,365,0,,"51.46264,-0.25082"
15122887,Rental unit in London · ★4.55 · 1 bedroom · 1 bed · 1 bath,94601540,Timothy,,Kensington and Chelsea,Entire home/apt,96,28,52,7/22/2023,0.62,1,276,3,,"51.49176,-0.19331"
15209942,Rental unit in London · 1 bedroom · 1 bed · 1 shared bath,96621168,James,,Greenwich,Private room,64,14,0,,,1,0,0,,"51.45089,0.06448"
15123082,Home in London · 1 bedroom · 1 bed · 1.5 baths,9275936,Victoria,,Islington,Entire home/apt,150,1,1,12/27/2017,0.01,1,0,0,,"51.52629,-0.11244"
15124437,Condo in Croydon · ★4.86 · 2 bedrooms · 2 beds · 1 private bath,34695454,Matt,,Croydon,Private room,99,3,166,9/1/2023,2.08,1,17,36,,"51.38126,-0.09988"
15211433,Rental unit in London · ★4.88 · 2 bedrooms · 4 beds · 1.5 baths,14822161,Aicha,,Brent,Private room,60,7,9,8/17/2021,0.14,1,0,0,,"51.53472,-0.24821"
15124957,Townhouse in London · 5 bedrooms · 5 beds · 3.5 baths,95870304,Oriona,,Islington,Entire home/apt,499,2,0,,,1,0,0,,"51.54394,-0.10515"
15211490,Home in London · ★4.75 · 2 bedrooms · 3 beds · 2 baths,11576882,Aisling,,Southwark,Entire home/apt,136,30,87,5/28/2023,1.31,1,173,7,,"51.47651,-0.07271"
15125347,Rental unit in London · ★4.74 · 1 bedroom · 2 beds · 1 bath,11265699,Kat,,Tower Hamlets,Entire home/apt,115,3,88,6/19/2023,1.04,2,224,6,,"51.52749,-0.05965"
15211819,Rental unit in London · 1 bedroom · 1 bed · 1 bath,96638703,Laura,,Islington,Entire home/apt,89,4,2,12/18/2016,0.02,1,0,0,,"51.52878,-0.10378"
15212830,Place to stay in London · ★4.58 · 1 bedroom · 1 bed · 1 bath,79435358,Anthony,,Westminster,Private room,85,1,12,8/20/2023,0.16,54,0,3,,"51.51122,-0.11881"
15125579,Rental unit in London · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,11265699,Kat,,Tower Hamlets,Shared room,35,2,115,8/30/2023,1.36,2,132,19,,"51.52746,-0.06123"
15125922,Rental unit in London · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,19107820,Evi,,Haringey,Private room,31,2,9,10/3/2017,0.11,1,0,0,,"51.59084,-0.10688"
15129325,Rental unit in London · ★3.82 · 1 bedroom · 1 bed · 1 bath,85425634,Frank,,Lambeth,Private room,65,2,12,12/1/2022,0.14,2,78,1,,"51.44775,-0.13372"
15213390,Rental unit in London · ★4.80 · Studio · 1 bed · 1 bath,96649754,Amir,,Kensington and Chelsea,Entire home/apt,100,91,10,9/1/2022,0.12,3,210,0,,"51.51025,-0.19388"
15215413,Rental unit in London · ★5.0 · 2 bedrooms · 2 beds · 2 baths,3725002,Alex,,Lambeth,Entire home/apt,220,2,20,9/1/2018,0.24,1,0,0,,"51.46328,-0.13785"
15216274,Rental unit in London · ★4.71 · 1 bedroom · 1 bed · 1 bath,30400234,Angus,,Kensington and Chelsea,Entire home/apt,58,4,17,1/30/2017,0.2,1,0,0,,"51.48744,-0.18788"
15216512,Rental unit in London · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,10249399,Caroline,,Camden,Private room,38,1,21,8/6/2022,0.26,1,0,0,,"51.55646,-0.19277"
15216830,Rental unit in 런던 · ★4.30 · 1 bedroom · 10 beds · 1.5 shared baths,49714415,Doyoung,,Westminster,Shared room,30,2,22,10/28/2018,0.26,3,0,0,,"51.48886,-0.14545"
15129745,Rental unit in London · ★5.0 · 2 bedrooms · 2 beds · 1 bath,70299737,Jason,,Tower Hamlets,Entire home/apt,130,90,4,4/2/2017,0.05,3,179,0,,"51.51051,-0.04449"
15219020,Rental unit in London · ★3.50 · 2 bedrooms · 2 beds · 1 bath,8952339,Aaron,,Hackney,Entire home/apt,80,2,3,9/16/2019,0.04,1,0,0,,"51.55099,-0.06321"
15130025,Rental unit in Kingston upon Thames · ★4.59 · 2 bedrooms · 2 beds · 2 baths,70192478,Tanveer,,Kingston upon Thames,Entire home/apt,106,2,39,7/8/2023,0.81,1,134,6,,"51.41923,-0.28817"
15226463,Rental unit in London · ★4.75 · 1 bedroom · 1 bed · 1 bath,96775208,Annalise,,Hammersmith and Fulham,Entire home/apt,80,5,12,8/3/2018,0.14,1,0,0,,"51.47276,-0.18358"
15130326,Rental unit in London · ★4.67 · 1 bedroom · 1 bed · 1 bath,30471048,Frederik,,Wandsworth,Entire home/apt,79,21,12,6/17/2019,0.15,1,0,0,,"51.47462,-0.16482"
15130422,Rental unit in Greater London · ★5.0 · 2 bedrooms · 3 beds · 2 baths,43476494,Jasmine,,Lewisham,Entire home/apt,209,2,3,8/20/2023,2.81,4,75,3,,"51.46316,-0.00303"
15228113,Rental unit in London · ★4.96 · 1 bedroom · 1 bed · 1 bath,96789094,Gavin,,Lambeth,Entire home/apt,84,2,56,10/28/2019,0.67,1,0,0,,"51.49027,-0.11122"
15137531,Rental unit in London · ★4.79 · 2 bedrooms · 2 beds · 1 bath,7202963,Kiran,,Tower Hamlets,Entire home/apt,119,2,136,7/1/2021,1.61,3,0,0,,"51.51799,-0.07679"
15229109,Home in London · ★4.96 · 4 bedrooms · 4 beds · 3.5 baths,26645725,Jonathan,,Hammersmith and Fulham,Entire home/apt,500,4,26,9/2/2022,0.33,1,79,0,,"51.49724,-0.24153"
15229662,Home in London · ★4.54 · 1 bedroom · 2 beds · 1 private bath,70494535,Jazz,,Ealing,Private room,36,1,27,1/2/2020,0.33,3,249,0,,"51.49743,-0.31445"
15137628,Rental unit in London · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,1185760,Evgeny,,Tower Hamlets,Private room,185,1,6,3/30/2019,0.07,1,0,0,,"51.51843,-0.03496"
15137936,Rental unit in London · ★5.0 · 1 bedroom · 1 bed · 1 bath,46381828,Hannah,,Haringey,Private room,45,2,19,8/20/2017,0.23,1,0,0,,"51.58688,-0.07972"
15139677,Condo in London · 1 bedroom · 1 bed · 1 bath,237489,Natalie,,Southwark,Entire home/apt,221,3,1,11/1/2016,0.01,6,149,0,,"51.5037,-0.094"
